ETC_20150317_000001	Kepa	케파
ETC_20170912_028822	The settlers are having a hard time dealing with the dead crops.{nl}Collect the dead crops and burn them on the bonfire!	
ETC_20170912_028823	A merchant has lost all his goods on the way to Fedimian!{nl}Collect the lost goods in the outskirts of Fedimian and bring them back to the merchant!	
ETC_20170912_028824	There are still stone statues left to purify!{nl}Hurry and purify them!	
ETC_20170912_028825	Sorry, it was taken by another player.	
ETC_20170912_028826	Enter Uphill Defense Mission	
ETC_20170912_028827	Open Uphill Defense Shop	
ETC_20170912_028828	Change Position	
ETC_20170912_028829	{CallMemberName} used {SkillName}.{nl}Will you accept?	
ETC_20170912_028830	Can only be used nearby a Guild Tower, in a city or inside the Guild Hangout.	
ETC_20170912_028831	Your guild will be applied to neutral status.{nl}You will not be able to declare wars.{nl}The neutral status will remain valid for 7 days.{nl}Continue?	
ETC_20170912_028832	Neutral status canceled.{nl}You can declare war on other guilds now.{nl}Continue?	
ETC_20170912_028833	Guild changed to neutral status.	
ETC_20170912_028834	Neutral status cancelled.	
ETC_20170912_028835	Creating a guild or receiving the position of Master requires level {LEVEL} or higher.	
ETC_20170912_028836	Delete Position	
ETC_20170912_028837	Enter the name of the team to invite.	
ETC_20170912_028838	Incorrect name.	
ETC_20170912_028839	Guild neutrality requires level {LEVEL} or above.	
ETC_20170912_028840	Guild neutrality requires funds in a value of {COST}.	
ETC_20170912_028841	{TIME} until guild neutrality status is canceled.	
ETC_20170912_028842	Transferring the guild or using a Rank Reset will reset all Guild Tower benefits.{nl}You will need to login with the Templar guild master character and update the Guild Tower level.{nl}Continue?	
ETC_20170912_028843	No Guild Tower skills.	
ETC_20170912_028844	Neutrality cost	
ETC_20170912_028845	Amount of items possessed is insufficient.	
ETC_20170912_028846	Please try again later.	
ETC_20170912_028847	Cannot update Guild Emblem yet.	
ETC_20170912_028848	Unexpected error occurred.{nl}Please try again later.	
ETC_20170912_028849	Not the first registered.{nl}Please use the Guild Emblem editing menu.	
ETC_20170912_028850	Your guild has insufficient funds.	
ETC_20170912_028851	Changed Guild Emblem.	
ETC_20170912_028852	Can only be used with a guild.	
ETC_20170912_028853	Invalid image.	
ETC_20170912_028854	Change	
ETC_20170912_028855	Team does not exist.	
ETC_20170912_028856	Select the image file.	
ETC_20170912_028857	Change Guild Emblem	
ETC_20170912_028858	Cannot use movement skills on guild members inside this area.	
ETC_20170912_028859	Cannot use summoning skills on guild members inside this area.	
ETC_20170912_028860	Equip Two-handed Blunt Weapon	
ETC_20170912_028861	Report Inappropriate Emblem	
ETC_20170912_028862	Are you sure you want to report {Name} for an inappropriate emblem?	
ETC_20170912_028863	{Name} has been reported. Thank you.	
ETC_20170912_028864	Use the {Key} key to make {Target} become {Done}.	
ETC_20170912_028865	Uphill Defense Shop	
ETC_20170912_028866	Cannot craft or enhance items inside instanced dungeons and missions.	
ETC_20170912_028867	Two-handed Blunt Weapons	
ETC_20170912_028868	Cannot be used yet.	
ETC_20170912_028869	Cannot use the Forge skill near a forge.	
ETC_20170912_028870	Tackle Box	
ETC_20170912_028871	Open {Name}	
ETC_20170912_028872	Purchased amount reset to {Value}.	
ETC_20170912_028873	Can only purchase {Value} of this item.{/}Continue?	
ETC_20170912_028874	Enter Event Mission	
ETC_20170912_028875	Exchange Badges	
ETC_20170912_028876	You have already received all your Master Badges for today.	
ETC_20170912_028877	Obtained Master Badge.	
ETC_20170912_028878	The Masters' Unit	
ETC_20170912_028879	Golden Stone Whale Event	
ETC_20170912_028880	Select your bait.	
ETC_20170912_028881	You can no longer upgrade your Tackle Box.	
ETC_20170912_028882	Give Silver Fish	
ETC_20170912_028883	Do nothing	
ETC_20170912_028884	Failed to display Cyou Point due to server instability. Please try again later.	
ETC_20170912_028885	Failed to verify account.	
ETC_20170912_028886	Complete	
ETC_20170912_028887	Incomplete	
ETC_20170912_028888	No search results.	
ETC_20170912_028889	Enter the name of the team.	
ETC_20170912_028890	Enter the name of the character.	
ETC_20170912_028891	Monster Drops	
ETC_20170912_028892	Potions	
ETC_20170912_028893	Consumed	
ETC_20170912_028894	Top Ranks	
ETC_20170912_028895	{CtrlType} Rank {RankNum}	
ETC_20170912_028896	Exchange for another type of armor	
ETC_20170912_028897	Cannot transfer guild while Territory War participation is set to active.	
ETC_20170912_028898	Sunday	
ETC_20170912_028899	Monday	
ETC_20170912_028900	Tuesday	
ETC_20170912_028901	Wednesday	
ETC_20170912_028902	Thursday	
ETC_20170912_028903	Friday	
ETC_20170912_028904	Saturday	
ETC_20170912_028905	Territory Wars Location	
ETC_20170912_028906	Regular Fields	
ETC_20170912_028907	You are not part of a guild.	
ETC_20170912_028908	You are not participating in Territory Wars.	
ETC_20170912_028909	Only members of the guild currently holding the Spot can enter now.	
ETC_20170912_028910	The Territory Wars have finished. You will be transported to a nearby city.	
ETC_20170912_028911	Cannot enter with a summoned companion.	
ETC_20170912_028912	You have received the [{buff}] for seizing the Spot!{nl}({buff} Buff: Stage {over})	
ETC_20170912_028913	The [{buff}] buff increases the longer you keep hold of the Spot!{nl}({buff} Buff: Stage {over})	
ETC_20170912_028914	A powerful monster has appeared in the region!	
ETC_20170912_028915	You have defeated the powerful monster!{nl}(Last hit: [{name}] from [{partyName}])	
ETC_20170912_028916	Player [{name}] from your guild has defeated the monster!{nl} All guild members in the region receive the [{buff}] buff!	
ETC_20170912_028917	[{partyName}] have seized [{mapName}].{nl}Your previous reward buff has been cancelled.	
ETC_20170912_028918	[{partyName}] has seized [{mapName}].	
ETC_20170912_028919	Not Seized	
ETC_20170912_028920	Cannot send Territory War rewards while Territory Wars are ongoing.	
ETC_20170912_028921	Territory Wars Rewards	
ETC_20170912_028922	Territory War rewards have been converted to guild funds.	
ETC_20170912_028923	Do you want to change this option to {VALUE}?	
ETC_20170912_028924	Cannot enter now.	
ETC_20170912_028925	The Territory Wars have ended. Cannot enter.	
ETC_20170912_028926	Territory Wars Ongoing	
ETC_20170912_028927	Guild Territory Wars starting in 30 minutes.	
ETC_20170912_028928	Guild Territory Wars starting in 10 minutes.	
ETC_20170912_028929	Guild Territory Wars starting in 5 minutes.{nl}Guilds with Spots seized may enter the Spot Area now.	
ETC_20170912_028930	Guild Territory Wars starting in 1 minute.	
ETC_20170912_028931	Guild Territory Wars have begun.{nl}Players participating in the wars can now move to the Spot Areas.	
ETC_20170912_028932	Guild Territory Wars ending in 30 minutes.	
ETC_20170912_028933	Guild Territory Wars ending in 10 minutes.	
ETC_20170912_028934	Guild Territory Wars ending in 5 minutes.	
ETC_20170912_028935	Guild Territory Wars ending in 1 minute.	
ETC_20170912_028936	Guild Territory Wars ending in {sec} seconds.	
ETC_20170912_028937	Guild Territory Wars have ended.	
ETC_20170912_028938	The option can only be changed up to 5 minutes before the wars begin or 1 minute after they end.	
ETC_20170912_028939	Guilds with Spots seized cannot change their participation option.	
ETC_20170912_028940	Respawn in nearest city ({SEC} seconds)	
ETC_20170912_028941	Moving to nearby city soon ({SEC} seconds).	
ETC_20170912_028942	Cannot be used near Territory Tower.	
ETC_20170912_028943	Cannot mount this Companion with your class.	
ETC_20170912_028944	Join the Masters and defeat the monsters.	
ETC_20170912_028945	The Cast Iron Horn Netherbovine awoke from its sleep.	
ETC_20170912_028946	Defeat the final boss monster.	
ETC_20170912_028947	Purify all the pilgrim stone statues!	
ETC_20170912_028948	Contaminated Stone Statue	
ETC_20170912_028949	Purified the contaminated stone statue!{nl}Go ahead and purify the other statues!	
ETC_20170912_028950	The divine energy of the purified statues is affecting the holy water!{nl}For 90 seconds, using the holy water is faster and its divine power is more intense!	
ETC_20170912_028951	The divine energy of the purified statues is affecting the holy water!{nl}For 90 seconds, your movement speed increases and the water's divine power is more intense!	
ETC_20170912_028952	The effects have worn off.	
ETC_20170912_028953	Purified all stone statues!{nl}Return to the Priest for your reward!	
ETC_20170912_028954	You have not purified all the stone statues.{nl}Priest disappearing in 10 minutes.	
ETC_20170912_028955	Time ends in 30 minutes!	
ETC_20170912_028956	Time ends in 10 minutes!	
ETC_20170912_028957	Time ends in 5 minutes!	
ETC_20170912_028958	Time ends in 1 minute!	
ETC_20170912_028959	The statues have been purified, but the surrounding areas are still contaminated.{nl}Purify them to maintain the divine energy of the stone statues!	
ETC_20170912_028960	Gimmick ending soon.	
ETC_20170912_028961	Retrieve all the lost goods!	
ETC_20170912_028962	Lost Goods	
ETC_20170912_028963	Big Lost Goods	
ETC_20170912_028964	Scribbled Book	
ETC_20170912_028965	You have started to collect the goods!{nl}For 90 seconds, lost goods become even more visible!	
ETC_20170912_028966	You have found half of the lost goods!{nl}For 90 seconds, lost goods become even more visible!	
ETC_20170912_028967	You found almost all the goods!{nl}For 90 seconds, movement speed increases and lost goods become even more visible and frequent!	
ETC_20170912_028968	All effects have returned to default.	
ETC_20170912_028969	You have collected all of the merchant's goods!{nl}Return to the merchant for your reward.	
ETC_20170912_028970	You didn't retrieve all the goods in time.{nl}Merchant disappearing in 10 minutes.	
ETC_20170912_028971	30 minutes left.	
ETC_20170912_028972	10 minutes left.	
ETC_20170912_028973	5 minutes left.	
ETC_20170912_028974	1 minute left.	
ETC_20170912_028975	You found a lot of goods already.{nl}Keep looking for any you might have missed!	
ETC_20170912_028976	Gimmick ending soon.	
ETC_20170912_028977	Burn all the dead crops!	
ETC_20170912_028978	Withered Dead Crops	
ETC_20170912_028979	The burning crops intensified the fire!{nl}For 90 seconds, acquire twice as much!	
ETC_20170912_028980	You've dealt with almost all of the crops!{nl}For 90 seconds, acquire twice as much with increased movement and collecting speed!	
ETC_20170912_028981	You have burned all the dead crops!{nl}Return to the settler for your reward!	
ETC_20170912_028982	You didn't burn all the crops in time.{nl}Settler disappearing in 10 minutes.	
ETC_20170912_028983	You already dealt with the all the crops requested by the settler, but there is still a lot left.{nl}Don't stop now, get just a few more crops!	
ETC_20170912_028984	You will return to the entrance in 60 seconds.	
ETC_20170912_028985	Use the cubes corresponding to the three dice!	
ETC_20170912_028986	A Mothstem has appeared!	
ETC_20170912_028987	A Plokste has appeared!	
ETC_20170912_028988	Defeat the final Werewolf boss!	
ETC_20170912_028989	The Werewolf has appeared!	
ETC_20170912_028990	Defeat all the boss monsters!	
ETC_20170912_028991	Defeat the final boss monster!	
ETC_20170912_028992	Kupole's Reward Box	
ETC_20170912_028993	Defeat the Progola	
ETC_20170912_028994	The Progola??遼펣 appeared.	
ETC_20170912_028995	Find the Rafene?????Defeat it	
ETC_20170912_028996	The Rafene has appeared.	
ETC_20170912_028997	Defeat the Hydra	
ETC_20170912_028998	Final boss Hydra has appeared.	
ETC_20170912_028999	Find and defeat the boss monsters!	
ETC_20170912_029000	Defeat the boss monster.	
ETC_20170912_029001	Defeat the boss monster!	
ETC_20170925_029002	Won the 2017 Halloween Fanart Festival.	
ETC_20170925_029003	Advancement quest items are locked.	
ETC_20170925_029004	No portal selected for sale.	
ETC_20170925_029005	Cannot be used by shop owner.	
ETC_20170925_029006	Insufficient portal scrolls.	
ETC_20170925_029007	{USER} moved to {MAP} using the portal.	
ETC_20170925_029008	Insufficient maximum durability.	
ETC_20170925_029009	With Token benefits, you can enter with {COUNT} less items.{nl}Current state: Token {TOKEN_STATE}	
ETC_20170925_029010	Insufficient items to enter the dungeon.	
ETC_20170925_029011	players	
ETC_20171013_029012	Halloween Pop-up Book	
ETC_20171013_029013	Replay Error 	
ETC_20171013_029014	Special experiment	
ETC_20171013_029015	Nurture	
ETC_20171013_029016	Monster name : {NAME}	
ETC_20171013_029017	 {nl}Monster name : {NAME}{nl}Current level :  {LV}{nl}{nl}In order to increase the level 	
ETC_20171013_029018	 the required item is needed.	
ETC_20171013_029019	Release	
ETC_20171013_029020	Tamer's Blue Orb Event	
ETC_20171013_029021	 {nl}Monster Info{nl}Lv {LV1} {NAME1}{nl}Lv {LV2} {NAME2}{nl}Lv {LV3} {NAME3}	
ETC_20171013_029022	 {nl}Event Mission Info{nl} Maximum Level Cleared : {MAX}	
