QUEST_20150317_000001	Pilih Quest yang akan dimodifikasi.	퀘스트 수정이 필요한 유저를 선택해주세요.
QUEST_20180320_008000	We're a little short-handed anyway, we could use the help.{nl}But first, I want to ask you something.{nl}	
QUEST_20180320_008001	We think Ignas' side set up traps at the assembly area without us noticing.{nl}One of our soldiers hurt his leg because of it.{nl}	
QUEST_20180320_008002	Would you help dismantle and remove the traps?	
QUEST_20180320_008003	This the tool we use.{nl}I wish I could go with you, but I need to go check on our supplies.{nl}	
QUEST_20180320_008004	Oh, after you get all the traps, you can go see our Adjutant Lehon.{nl}	
QUEST_20180320_008005	Lehon is out now doing recon for our next operation...{nl}But he's the one who developed this tool, if you show it to him he'll know what it is.{nl}	
QUEST_20180320_008006	If you meet Lehon, help him prepare for the operation.	
QUEST_20180320_008007	We're counting on you to get all the traps.{nl}It'll help us move around better.	
QUEST_20180320_008008	Are you from the resistance?{nl}That tool you have... I recognize it.	
QUEST_20180320_008009	A request from the elder, you say...{nl}Oh, I almost forgot to introduce myself. My name is Lehon.{nl}	
QUEST_20180320_008010	Sorry if I suspected you.{nl}I'm a little on edge after going on that recon operation to Ignas' camp.{nl}	
QUEST_20180320_008011	I was just preparing for the rearguard attack and...{nl}It seems the rearguard on their side are mostly neutral members.{nl}	
QUEST_20180320_008012	If there was a way I could bring them over to our side...{nl}	
QUEST_20180320_008013	Would you help us convince them? I'll tell you exactly what to say.{nl}I really think we can make at least some of them cross over.	
QUEST_20180320_008014	They already know what I look like, but I think we can disguise you as a member of the Schaffenstar.{nl}You should be okay as long as you don't make a fuss.{nl}	
QUEST_20180320_008015	Here's what you can say; listen carefully.	
QUEST_20180320_008016	Did you finish talking to the members on the other side?	
QUEST_20180320_008017	It looks like your work is done.{nl}Very well, let's carry on with the operation.	
QUEST_20180320_008018	The rearguard on Ignas' camp has its fair share of supplies stocked up, I'm sure you saw them too.{nl}What I want you to do is spray this poison over their supplies.	
QUEST_20180320_008019	The venom is inside this bottle.{nl}I'll be watching from down here.{nl}	
QUEST_20180320_008020	Make sure no one is around when you do it. You don't want the others suspecting you.	
QUEST_20180320_008021	Did you spray the poison on the supplies?{nl}It won't kill them, but it'll stop them for a while. 	
QUEST_20180320_008022	That was great!{nl}Little by little the supplies should begin to poison them. Thank you.	
QUEST_20180320_008023	There's dark smoke coming out of the assembly area.{nl}Something must have happened...{nl}	
QUEST_20180320_008024	Would you check the area for me?	
QUEST_20180320_008025	Hurry.{nl}The smoke is getting more intense!	
QUEST_20180320_008026	It's a disaster!{nl}The demons attacked our rearguard!	
QUEST_20180320_008027	All of our supplies are there!{nl}If the demons destroy them we're doomed!{nl}	
QUEST_20180320_008028	Please, can you help us with the demons?	
QUEST_20180320_008029	They attacked when there was no one at the assembly area...{nl}Hurry!	
QUEST_20180320_008030	Move, now!	
QUEST_20180320_008031	There's no doubt Elder Henika was one of the people colliding with the demons!{nl}	
QUEST_20180320_008032	There were rumors saying Ignas had sided with them...{nl}I guess they were true.{nl}	
QUEST_20180320_008033	I must tell Elder Ramunas.	
QUEST_20180320_008034	I'm going there now!	
QUEST_20180320_008035	Elder Henika...{nl}If Ignas really did side with the demons, it's plausible, yes.	
QUEST_20180320_008036	There are two magic circles inside the Astral Tower leading to this area.{nl}Now, I know where those circles were installed, so I don't think Henika will have used them.{nl}	
QUEST_20180320_008037	Not only that, our soldiers have an eye on that area at all times, they would have told us immediately if something happened.{nl}That means Ignas' side must have made a new magic circle to teleport here and attack us.{nl}	
QUEST_20180320_008038	If they attacked the rearguard, the magic circle must have been near 85 Waters...{nl}Will you check if anything's there?	
QUEST_20180320_008039	I'll give you this detector.{nl}You can use it to find any magic circles that may be hidden.{nl}	
QUEST_20180320_008040	If you do find one, don't hesitate. Destroy it immediately.{nl}The magic circles we were watching must also be destroyed.	
QUEST_20180320_008041	Alright, hurry out to 85 Waters.{nl}If there's any magic circle there, it'll be near the rearguard.	
QUEST_20180320_008042	Very good.{nl}The other magic circles were also destroyed. They have no way to launch a sudden attack now.	
QUEST_20180320_008043	And... there is something I should tell you.{nl}I heard this a long time ago, when I was still in the Schaffenstar, from the old head of the Tower.{nl}	
QUEST_20180320_008044	They didn't say too much about it but...{nl}They mentioned that Lydia Schaffen kept certain... provisions around the Tower.{nl}	
QUEST_20180320_008045	A kind of tool to use in case the Astral Tower was to face any sort of threat.{nl}Again, I don't know the details, but there's no doubt we could use something like that right now.{nl}	
QUEST_20180320_008046	I mean, look at what's happening! The Tower's been completely taken by demons after Medzio Diena!{nl}As a Revelator, do you think you can find Schaffen's provisions?	
QUEST_20180320_008047	Thank you for doing this.{nl}From what I remember, the way to find Schaffen's provisions began at the top of Rombas Hill Road...{nl}	
QUEST_20180320_008048	My guess is that one of the provisions could be hidden in this area.{nl}You might find the clues for it will be on Rombas Hill Road.{nl}	
QUEST_20180320_008049	It won't be easy recovering Schaffen's provisions... I suggest you take Lehon with you.	
QUEST_20180320_008050	Elder Ramunas said that?	
QUEST_20180320_008051	If he mentioned Rombas Hill Road, there must be something there...{nl}Oh! I remember seeing an old tombstone at the end of the road, could that be a lead?	
QUEST_20180320_008052	We should investigate all the possible clues one by one.	
QUEST_20180320_008053	So the secret really was in the tombstone... It only revealed itself because you approached it.{nl}May I see the disk?	
QUEST_20180320_008054	This is only one half of the disk, I can't make out what it says...{nl}It only mentions the Senoves Altar.{nl}	
QUEST_20180320_008055	There could be something hidden there!	
QUEST_20180320_008056	This is the other half of the disk!{nl}To think something like this was hidden in the altar...{nl}	
QUEST_20180320_008057	Let me have a look at the disk.	
QUEST_20180320_008058	The disk says something is waiting at the Patogus Shelter.{nl}I don't know what exactly is waiting there... but we should find out! Let's go.	
QUEST_20180320_008059	What is a little girl doing in a dangerous place like this...?{nl}And... what was she talking about?	
QUEST_20180320_008060	I think she was talking about an altar and the disk...{nl}	
QUEST_20180320_008061	Oh! There's an altar at the shelter. Should we try and place the disk there?	
QUEST_20180320_008062	Let's go!	
QUEST_20180320_008063	This means Lydia Schaffen's provisions were all a plan of Goddess Laima...	
QUEST_20180320_008064	These Orbs could be the answer to our problems.{nl}	
QUEST_20180320_008065	Go back to Elder Ramunas. Tell him about what happened and show him the Orbs.{nl}I'll clear the shelter first and join you later.	
QUEST_20180320_008066	Go! You must tell Elder Ramunas about what we found!	
QUEST_20180320_008067	Is this true?{nl}Schaffen's provisions were a plan of Goddess Laima...{nl}	
QUEST_20180320_008068	And these Orbs, so full of divine energy...{nl}The commander arrived not long ago, he should know about this.	
QUEST_20180320_008069	Did you speak with Elder Ramunas?	
QUEST_20180320_008070	We finally meet. I heard all about you.{nl}My name's Byle.	
QUEST_20180320_008071	Go ahead and speak to the commander.	
QUEST_20180320_008072	Are you saying this Orb can detect demons disguised as humans?{nl}	
QUEST_20180320_008073	I find it hard to believe there are actual demons on Ignas' side...{nl}But looking at what's happened so far, I do see the possibility.{nl}	
QUEST_20180320_008074	The members siding with Ignas now will certainly change their minds if they find out.{nl}Imagine finding out the leaders of your camp were demons all along.{nl}	
QUEST_20180320_008075	I have an idea.{nl}We plant these Orbs near the Raikinas Lowlands.{nl}	
QUEST_20180320_008076	Then, we lure the demons disguised as humans out to the field...{nl}And we wait for the Orbs to react.{nl}	
QUEST_20180320_008077	They might figure out we're up to something if I do it...{nl}If it's not asking too much, would you plant the Orbs yourself?	
QUEST_20180320_008078	Planting the Orbs in three different locations should be enough.	
QUEST_20180320_008079	Are the Orbs planted?	
QUEST_20180320_008080	Good!	
QUEST_20180320_008081	Now to lure out Ignas' demon commanders.	
QUEST_20180320_008082	It's a success!{nl}You've done a great job, Revelator.	
QUEST_20180320_008083	It's time to move on to the next area and take back the Astral Tower.{nl}Would you join me?	
QUEST_20180320_008084	The water point of this region is also broken.{nl}Fortunately I think we can get it to work again with the documents you gave me.{nl}	
QUEST_20180320_008085	I'm afraid we have no Magic Stones to operate the controllers.{nl}Though remember hearing they used to load them with stones carrying the energy of the lake in the past.{nl}	
QUEST_20180320_008086	And the documents only say that the controllers need a means for the magic reaction...{nl}Maybe it doesn't have to be Magic Stones!{nl}	
QUEST_20180320_008087	Besides, we have no time to waste. Some lake energy stones will have to do.{nl}	
QUEST_20180320_008088	The Atskiras Lot has a lot of stones. Would you go and collect some for me?	
